track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0PG9fbaaHFHfre2gUVo7AN,Please Me,4kYSro6naA4h99UJvo89HB,Cardi B,5a4sJJ3qjn6hqRsvm0Veso,200889,2019-02-15,78,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992
2XWjPtKdi5sucFYtVav07d,365,2qxJFvFYMEDqd7ui6kSAcq,Zedd,7DMS5dzWQu7R3D59CKw4TA,181899,2019-02-14,66,0.745,0.693,2,-5.479,0,0.034,0.339,0.0,0.123,0.248,98.039
4mGdjNMo0RonTlOEb7cYg4,11 Minutes (with Halsey feat. Travis Barker),6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,7jY0r3cjoRY6M3IqRb1m7H,239507,2019-02-14,65,0.464,0.852,11,-3.804,1,0.067,0.0116,0.0,0.108,0.233,160.075
0I5Z0p0cLWdyJNC6sqMTwD,Spoliarium,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,616gVbSZhqmxgSBKqmZZ7T,326760,1998-11-27,59,0.367,0.428,8,-12.259,0,0.0308,0.562,3.23e-06,0.229,0.538,170.722
4Tvw0lweq9l2JPQKFbpbBQ,Better When You're Gone,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,4ZoXNDicq0MrsGk1pM883o,192402,2019-02-08,61,0.647,0.795,1,-3.548,0,0.0372,0.0635,0.0,0.188,0.409,127.992
3Kuu5vASpXK8oRsxOvau6P,Think About You,23fqKkggKUBHNkbKtXEls4,Kygo,5vZy4cohzmdhOUGCdsUNpt,208566,2019-02-14,58,0.673,0.596,10,-7.891,1,0.0354,0.166,0.0,0.11,0.19,123.969
02GtNoUv85fOPEaCTlpYzr,"Kapit (From ""Alone / Together"")",7bT6URJrhJleZUfkrysELD,Armi Millare,007PEQI4gziBAgnjbEuXWG,242933,2019-02-13,46,0.381,0.323,1,-11.428,1,0.0272,0.743,2.38e-06,0.0769,0.417,87.622
4Bt8Ly7wwutPbX1dHXhuok,Rock with You,7aerdWadzubpu06Oxysg6R,Paolo Sandejas,1wnE0whHE4dsX8kqNWzLne,199934,2018-12-14,0,0.567,0.334,8,-7.823,1,0.0322,0.653,0.0,0.113,0.178,169.898
0i0wnv9UoFdZ5MfuFGQzMy,Last Hurrah,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,5ljc69MQ6iwGcJ4SmHaAh5,150333,2019-02-15,64,0.514,0.618,11,-4.585,0,0.0317,0.175,0.0,0.117,0.401,84.259
1Spmq0UazGU6ovMIlGldZX,Dumb Blonde (feat. Nicki Minaj),0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,3FrkD0TTaXBuW19vuEhDGz,214651,2019-02-15,46,0.727,0.852,1,-4.682,1,0.0803,0.166,0.0,0.122,0.922,110.017
7dbka99KTWke5o9hRp0JoB,Sunflower - Spider-Man: Into the Spider-Verse,246dkjvS1zLTtiykXe5h60,Post Malone,3pOj4mmxL5MUwR1IR8LPzL,158040,2019-02-22,55,0.761,0.479,2,-5.574,1,0.0466,0.552,0.0,0.0704,0.912,89.913
0BEpSEV02FM1N5gcw2fsJC,"Kung Ayaw Mo Wag Mo - Recorded at Kodama Studios, Philippines",4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,5aw4ypdD3AVVJO8REswpLQ,252037,2019-02-22,48,0.621,0.571,3,-8.095,1,0.03,0.449,0.0401,0.096,0.4,104.989
6ZRuF2n1CQxyxxAAWsKJOy,Nights Like This (feat. Ty Dolla $ign),0cGUm45nv7Z6M6qdXYQGTX,Kehlani,73ZvpuYhKDr2FW4vlPsTpW,201787,2019-02-22,77,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163
2rSEuTXuRnGOHcU5JuoW13,"Beautiful Girl - Recorded at Kodama Studios, Philippines",4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,3UL37TgEAcc58GXvm8hdnr,180545,2019-02-22,45,0.246,0.323,5,-9.469,1,0.0331,0.903,0.0,0.357,0.18,165.58
0HYmOF3tCkYejosr1HTMhV,Filipina Girl,43CiK1548VVp2DT95joswS,Billy Crawford,5QjWKAuUgWhrNzmJEwUDxJ,216415,2019-02-20,0,0.625,0.468,0,-7.59,1,0.255,0.649,0.0,0.0975,0.51,120.438
5w9c2J52mkdntKOmRLeM2m,Con Calma,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,1otwHKoQ5KPaiekpYk4tWh,193226,2019-01-24,80,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989
0GU5GuJQQEnnREO2FxnVPT,달라달라 (DALLA DALLA),2KC9Qb60EaY0kW4eH68vr3,ITZY,0fUJLlrsG1MpTHr3MxPN9C,199873,2019-02-12,0,0.79,0.853,11,-4.564,0,0.0665,0.00116,4.23e-05,0.329,0.713,124.998
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,1MIVXf74SZHmTIp4V4paH4,Mabel,0syM7OUAhV7S6XmOa4nLUZ,178480,2019-01-18,76,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994
1WSGTYKLEpKfNQYYW5Oymt,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",5CiGnKThu5ctn9pBxv7DGa,benny blanco,2IUVG5x1G7l0TW1LA61Eyy,158027,2019-02-28,65,0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266
4y3OI86AEP6PQoDE6olYhO,Sucker,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,4W0r9HOcuCC6Vh7aze2hwi,181040,2019-03-01,2,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958
32h6yQGn4oAhZ0HRsTMX26,CROWN,0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,2EUGHPf9UCnInxJ8p7gDVg,230706,2019-03-04,0,0.622,0.8,5,-5.819,1,0.0425,0.0505,0.0,0.0619,0.58,110.977
1EjwugLrwb3kbcar1HKddN,Our Summer,0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,6nQZyPFtbKeTq6FZGb01FO,210280,2019-03-04,42,0.739,0.571,7,-5.537,1,0.0323,0.0028,0.0,0.165,0.246,107.98
4S813oSMFSRxh4Yse5cvFI,Blue Orangeade,0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,6nQZyPFtbKeTq6FZGb01FO,185520,2019-03-04,38,0.758,0.848,0,-3.601,1,0.0572,0.00611,0.0,0.143,0.42,111.015
1ahVFh0ViDZr8LvkEVlq3B,No Sleep (feat. Bonn),60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,7KJTuTXYSnBGNgAxte3CSg,207094,2019-02-21,63,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133
4txc3txsIt81diMzGhrVPS,wish you were gay,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,0l89FgpjfprAbdXegY4Xn3,221543,2019-03-04,0,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028
3qbHA5vvQj249vmnhcTxQV,Our Summer,0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,2EUGHPf9UCnInxJ8p7gDVg,210280,2019-03-04,0,0.739,0.571,7,-5.537,1,0.0323,0.0028,0.0,0.165,0.246,107.98
7C31PdvTuSvEFqn2sKISsX,Blue Orangeade,0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,2EUGHPf9UCnInxJ8p7gDVg,185520,2019-03-04,0,0.758,0.848,0,-3.601,1,0.0572,0.00611,0.0,0.143,0.42,111.015
5cadLqAgl7Y9zX3lRWdsPK,Cat & Dog,0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,2EUGHPf9UCnInxJ8p7gDVg,187573,2019-03-04,0,0.843,0.794,8,-3.013,1,0.147,0.0668,0.000223,0.104,0.319,160.001
1DUSuNhF8P5vUGNPpQiZa5,My Bad,6LuN9FCkKOj5PcnpouEgny,Khalid,0B1vzblCZwbnUF8cv5jGkd,166101,2019-03-07,54,0.645,0.568,5,-9.127,0,0.0823,0.543,0.266,0.257,0.391,84.999
5icOoE6VgqFKohjWWNp0Ac,Here With Me,64KEffDW9EtZ1y2vBYgq8T,Marshmello,6NHS3hV16MZyfcp0nSHdrd,156346,2019-03-08,75,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961
34ob61cxp34Sf7KHK6RnSU,Sa Susunod Na Lang,0iqkVK6sTXi7DZWWOeKy8Q,PDL,79UXZq6nXVVBpZgWWxb9Gq,214606,2018-09-26,72,0.595,0.57,5,-6.232,0,0.12,0.104,0.0,0.0899,0.721,84.929
0uUNN1nSoUx1A4fkDCWDQ7,So Am I,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,2XvFk3xrG7dV6GhqcJSQHX,183026,2019-03-07,1,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089
2SuTg9SbfgvHOqhZonuu1j,Nandyan Agad Ako,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,6Y8OKCmGEqn2JjbTEwIbdf,240178,2018-08-06,0,0.799,0.529,9,-9.17,1,0.0615,0.661,0.0,0.0856,0.601,128.05
0PgYPBGqF6Wm5KFHQ81nq5,comethru (with Bea Miller),3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,10Dr3GO6OzrOwJwoY11IoH,181626,2019-03-15,62,0.757,0.192,0,-11.842,1,0.0515,0.572,0.0,0.606,0.595,94.024
6JqpFboOH2bq9pzaYbkKBn,R.I.P. (feat. Rita Ora & Anitta),0haZhu4fFKt0Ag94kZDiz2,Sofía Reyes,2yN1kxrx1Z1CHO5VMdO2Yk,187200,2019-03-15,59,0.764,0.752,8,-3.713,0,0.0711,0.18,0.0,0.0701,0.698,100.066
5SHhPFh68OhUmuRPymKX9d,Undrunk,5qa31A9HySw3T7MKWI9bGg,FLETCHER,5Skgz8BwS0Lfw2zlQSy1EB,183428,2019-01-25,0,0.679,0.572,5,-6.703,1,0.0781,0.455,2.41e-06,0.127,0.542,92.859
3npzogdOEiVsieXmmhBepL,The Bones,6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,5QakU0QMcoxjjyCS1YW4G5,197293,2019-03-08,0,0.612,0.57,11,-6.642,0,0.0347,0.279,0.0,0.0963,0.335,77.004
66ZVMnlIAvGM6NIZJ3xweN,Filipina Girl,43CiK1548VVp2DT95joswS,Billy Crawford,2BMiO1IMrzF7U1xNcc8H1D,218133,2019-03-22,0,0.57,0.463,0,-7.655,1,0.317,0.663,0.0,0.092,0.499,119.675
7bkAr4WNoTuSjpuh1NRQjm,Ex,4HOEnLufwAqJ2qoJPVnL01,Callalily,1PfXecQJulp7zT5Ck60V0h,326909,2019-03-22,2,0.631,0.507,5,-7.872,1,0.0263,0.455,1.74e-05,0.096,0.378,140.109
2H4gf1wLxvYreMj1jcaN0k,Be Alright,3QSQFmccmX81fWCUSPTS7y,Dean Lewis,1mRtVjwGgBvLiaJhPGHZ8M,196493,2019-03-22,0,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421
59aZ0ioyVrmtdut1KfU5aT,Amatz,6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,6uydeIIBbr8sN6XdI3rpuy,234374,2020-03-20,0,0.825,0.496,1,-8.562,1,0.0503,0.00817,0.000511,0.0827,0.185,127.987
3Y7a0typ6ik1KscmebXd6D,No New Friends,5WUlDfRSoLAfcVSX1WnrxN,Sia,53xHggSRIfHec0bA1oyReb,175823,2019-03-14,0,0.724,0.702,7,-4.622,1,0.0429,0.0648,0.000256,0.121,0.688,106.044
31vGGETvC1zlvuhNumTYZB,Kontrabida,1UvsiRB2EarPibq6XRl9Sv,Pricetagg,7eJOOpkpqJ2qyGTHhe6bri,309786,2019-01-31,51,0.737,0.791,1,-2.789,0,0.242,0.245,0.0,0.181,0.377,86.008
2rXVtoLBHuXcNB5DVfIc9p,Happiness,7pbDxGE6nQSZVfiFdq9lOL,Rex Orange County,2NBVxjZcbH5H1N1Ab2ExDH,279693,2017-04-26,2,0.399,0.235,5,-9.774,1,0.0334,0.734,1.56e-06,0.161,0.197,105.645
1pNAf6W7POwjOD8x8mWf8G,Nobody Knows,1z7b1Pr1rSlvWRzsW3HOrS,Russ,7CC9iqq2JZ3j4jF9SNNLL7,215555,2018-12-23,64,0.715,0.71,4,-9.504,1,0.432,0.445,0.000284,0.103,0.526,162.043
3u9tIlAnygQGNJ5VuSvTfi,Bagay Tayo,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,7EyFdHaGHh73lOZz1zuFTe,397033,2018-12-04,0,0.804,0.557,0,-8.658,1,0.163,0.322,0.0,0.106,0.645,100.053
4n7jnSxVLd8QioibtTDBDq,On My Way,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,1bcvtuHyO79DNAOOhHEkEm,193797,2019-03-21,75,0.509,0.689,1,-4.929,0,0.102,0.0209,0.0,0.301,0.297,170.087
4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,1dfeR4HaWDbWqFHLkxsg1d,Queen,1GbtB4zTqAsyfZEsm1RZfx,354320,1975-11-21,83,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105
2Fxmhks0bxGSBdJ92vM42m,bad guy,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,0S0KGZnfBGSIssfF54WSJh,194087,2019-03-29,84,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128
3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,0S0KGZnfBGSIssfF54WSJh,221543,2019-03-29,76,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028
4SSnFejRGlZikf02HLewEF,bury a friend,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,0S0KGZnfBGSIssfF54WSJh,193143,2019-03-29,76,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046
43zdsphuZLzwA9k4DJhU0I,when the party's over,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,0S0KGZnfBGSIssfF54WSJh,196077,2019-03-29,85,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642
6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,0S0KGZnfBGSIssfF54WSJh,168839,2019-03-29,76,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044
6gXaPCP95gh1hmjecbw4po,Dalaga (Stripped),0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,39GzH0MXMID3xALQvQCzz6,303321,2018-01-01,0,0.783,0.325,5,-14.723,0,0.151,0.764,7.51e-05,0.111,0.407,110.014
26OhjtaTamFocE08t83ml6,"Psycho, Pt. 2",1z7b1Pr1rSlvWRzsW3HOrS,Russ,21UO4eAaNZ5kultgMBNEHD,161985,2016-11-08,73,0.766,0.548,10,-4.29,1,0.235,0.775,5.57e-06,0.1,0.424,82.944
4QIo4oxwzzafcBWkKjDpXY,xanny,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,0S0KGZnfBGSIssfF54WSJh,243725,2019-03-29,73,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554
53CJANUxooaqGOtdsBTh7O,Old Town Road,7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,63nQw5QNKBUAh4bvqSz3rJ,113013,2019-03-14,28,0.908,0.517,1,-6.063,1,0.129,0.0361,1.73e-06,0.0949,0.471,136.019
7fYADAhrv4f2qUluhOizkw,Dalaga,57RB9qdhVRreynzLJ5tPkD,Avery,224CwdPwHgYyAAceGBwu4z,192444,2019-03-29,0,0.922,0.451,5,-6.899,0,0.112,0.606,0.0683,0.0768,0.749,96.014
45ZGEdLxCZvdMX9jWlsAAx,I Don't Belong In This Club,2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,3CKzA951WnfvvOGresjno6,222620,2019-03-20,0,0.797,0.543,11,-5.744,1,0.0439,0.0202,0.0,0.0726,0.164,115.036
3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,0S0KGZnfBGSIssfF54WSJh,180952,2019-03-29,78,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455
29uWfSrklmIxzRIqFFK9jj,Self,6LuN9FCkKOj5PcnpouEgny,Khalid,0ZfSS40QFH5wxfb1LG4RrD,229960,2019-03-28,49,0.618,0.693,1,-7.889,0,0.333,0.44,0.759,0.101,0.439,143.98
1Pz3QmQFBFuI60rxCQBeW6,Kills You Slowly,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,26sv3HCM3uiEK4vzaK2gsQ,213333,2019-03-29,0,0.696,0.429,1,-8.736,0,0.0554,0.0518,0.0,0.128,0.242,149.967
6tsOcBnaKgzK22yEiqRh8P,MONOPOLY (with Victoria Monét),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,0MbXjBEw6FrGtcglqEDHpb,158586,2019-04-01,63,0.892,0.507,0,-8.282,1,0.378,0.704,3.14e-05,0.109,0.695,143.96
6C3SKl8oJbfjfJBANhuQuu,Akala,0lslA51eKXwTUY0TSX9Emy,Marion Aunor,0jKCXQ0FtJxu9B8HSBb58h,341167,2018-07-20,0,0.502,0.185,10,-11.423,1,0.0635,0.864,0.0,0.105,0.185,125.044
3sm9FJhwOjsdzrfRgIf1ZK,Dalaga,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,3qQ3nCWa76vrQwTRf0sIbO,297932,2018-07-23,0,0.94,0.499,8,-10.123,1,0.0825,0.535,0.000119,0.0889,0.537,109.962
3VHrwffnUZFb7FidvPV3OA,Kill This Love,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,3ToMjZ40PPqL5NV83xOoOM,189052,2019-04-04,0,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974
1TaQciB8qqRZ9fxWGhS65X,Don't Know What To Do,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,4xVAKfdoqtrlwl9m7REmdL,201081,2019-04-04,31,0.628,0.64,6,-4.164,0,0.049,0.0992,0.0,0.138,0.409,129.815
5R0cvR5BMFkLomChhmcCzr,Kick It,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,4xVAKfdoqtrlwl9m7REmdL,191225,2019-04-04,25,0.764,0.787,1,-3.647,0,0.0445,0.0153,0.0,0.0736,0.381,124.949
32107DdzIGbVs9Pi54MuRS,Hope Not,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,4xVAKfdoqtrlwl9m7REmdL,191030,2019-04-04,24,0.561,0.422,4,-4.998,0,0.0267,0.444,0.0,0.0867,0.182,110.037
7tXQdx76iQVFeaBGDzXpZ2,DDU-DU DDU-DU - Remix,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,4xVAKfdoqtrlwl9m7REmdL,201225,2019-04-04,19,0.68,0.906,11,-6.195,0,0.0734,0.0336,7.75e-05,0.077,0.68,145.041
0zYqFyhiTj419q56lNsjk0,Don't Know What To Do,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,7viSsSKXrDa95CtUcuc1Iv,201081,2019-04-05,0,0.628,0.64,6,-4.164,0,0.0491,0.0992,0.0,0.138,0.409,129.815
6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),6LuN9FCkKOj5PcnpouEgny,Khalid,6KT8x5oqZJl9CcnM66hddo,197573,2019-04-05,73,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984
6Ks1e4WEUeOGgnTGZ4IMXo,Kick It,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,7viSsSKXrDa95CtUcuc1Iv,191225,2019-04-05,0,0.765,0.787,1,-3.647,0,0.0445,0.0156,0.0,0.0736,0.381,124.949
7mW8ar9hy7GSeH4lohyOKs,Hope Not,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,7viSsSKXrDa95CtUcuc1Iv,191030,2019-04-05,0,0.556,0.423,4,-4.998,0,0.0274,0.441,0.0,0.0867,0.179,110.086
4HGLNErVXyaDEjHvk3cL5B,DDU-DU DDU-DU - Remix,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,7viSsSKXrDa95CtUcuc1Iv,201225,2019-04-05,0,0.68,0.906,11,-6.195,0,0.0734,0.0341,7.83e-05,0.077,0.68,145.05
2XKFnwB6djxrJCjR3PdeRb,My Bad,6LuN9FCkKOj5PcnpouEgny,Khalid,6KT8x5oqZJl9CcnM66hddo,163973,2019-04-05,58,0.577,0.578,0,-9.146,0,0.0907,0.547,0.59,0.264,0.367,84.963
09oZ9eXQ2fo6YDrPzJqAoP,Outta My Head (with John Mayer),6LuN9FCkKOj5PcnpouEgny,Khalid,6KT8x5oqZJl9CcnM66hddo,177066,2019-04-05,68,0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012
7njKgVl3AnLflRad38o7AG,Paradise,4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,5mLjE4CPn8kNpzqNNslabJ,169038,2019-04-04,0,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061
696Y3Jx3k4Rjsw8gm2q4l4,Close To Me - Red Velvet Remix,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,7dg5iqyFYqRQH7vtAG9VNf,191099,2019-04-05,49,0.593,0.686,1,-6.58,0,0.0411,0.233,0.0,0.36,0.453,143.986
1WqLtczgKdbHFHhefOU0y7,Self,6LuN9FCkKOj5PcnpouEgny,Khalid,6KT8x5oqZJl9CcnM66hddo,229960,2019-04-05,51,0.618,0.693,1,-7.889,0,0.333,0.44,0.759,0.101,0.439,143.98
5qA5DAR5xTjQUGrl0eBbmR,Really,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,2zwfcNqJe7IT1RwgVyv1ug,197789,2018-06-15,0,0.696,0.881,1,-2.082,1,0.104,0.0235,0.0,0.277,0.947,142.019
1E6DEDWDKHoOW0fcFuDghV,Don't Pretend,6LuN9FCkKOj5PcnpouEgny,Khalid,6KT8x5oqZJl9CcnM66hddo,165840,2019-04-05,58,0.697,0.551,11,-8.833,1,0.0815,0.258,0.00551,0.124,0.219,89.0
24ngpWhBOxKJtIPnzSNX8c,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),4qFxP3qN9GsnZDOkAE6x2m,December Avenue,3CN06MwHmNd9UWGu424J42,343017,2019-04-07,66,0.465,0.592,4,-4.905,1,0.0293,0.0208,1.51e-06,0.0929,0.117,139.867
6u7jPi22kF8CTQ3rb9DHE7,Old Town Road (feat. Billy Ray Cyrus) - Remix,7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,38kpkGLuPr1nNfD3iEyOlJ,157066,2019-04-05,1,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041
3QmolSZqjjLksTUvZJ6pPS,Cool,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,4yenfBKQAR4ofEgNPk5Ocn,167120,2019-04-05,0,0.681,0.603,0,-5.533,1,0.0458,0.0105,0.0,0.159,0.643,79.007
06Pvy98db25O7wlfFFFIRM,Bon Bon Chocolat,3ZZzT0naD25RhY2uZvIKkJ,EVERGLOW,34jrFDbWiepwHN4L1pZmCr,228682,2019-03-18,1,0.719,0.828,6,-5.559,1,0.0613,0.0343,0.0,0.0747,0.634,139.927
4pUCKHjJ4Ijewc37rRrvHn,Kill This Love,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,4xVAKfdoqtrlwl9m7REmdL,189052,2019-04-04,36,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974
7ql71hBakyMi0Lxiq3Mugs,Who Do You Love,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,26sv3HCM3uiEK4vzaK2gsQ,226746,2019-03-29,0,0.51,0.835,3,-4.673,1,0.0447,0.00791,0.0,0.219,0.435,140.024
