artist_id,artist_name,followers,genres,popularity
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,8818283,"['rock-and-roll', 'rockabilly']",77
3rXT3DX9OeNMfH8Thivxrk,Tres Hermanas,15063,['acoustic opm'],38
3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,5907725,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",74
4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,1821244,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",73
4QvYFzlTFZFg2904xx8gOu,Ariel Rivera,373671,"['classic opm', 'opm']",47
1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,7862379,"['dance pop', 'pop']",76
7or90S16MNx8VogdeOqlKq,Cocoy Claravall,2534,['pinoy singer-songwriter'],17
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,6319224,"['motown', 'soul']",74
0hItVPjwJLVZrFqOyIsxPf,Judy Garland,237217,"['adult standards', 'torch song', 'vocal jazz']",47
0wi4yTYlGtEnbGo4ltZTib,Shakin' Stevens,135964,"['classic uk pop', 'rockabilly']",52
293zczrfYafIItmnmM3coR,Chuck Berry,1883093,"['blues', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",65
0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,898212,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",51
72nLe76yBFSlP6VBzME358,SHAUN,377425,['k-pop'],58
3KwmxIhSe9UTSEF37kwngR,SHAED,166219,['electropop'],58
0iqkVK6sTXi7DZWWOeKy8Q,PDL,131241,"['pinoy hip hop', 'pinoy r&b']",54
5KnoVkIUGmK0PiDKMjz2LM,Feder,205179,['new french touch'],53
7F9FobwEoTXZRdi1MAUFjX,Alex Gonzaga,61089,['opm'],24
6ioOEWNNGK40H8xrGj6XPW,XYLØ,365778,"['alt z', 'indie poptimism', 'la pop']",48
01pKrlgPJhm5dB4lneYAqS,Sigma,316320,"['dancefloor dnb', 'pop dance', 'uk dance']",58
1z7b1Pr1rSlvWRzsW3HOrS,Russ,4983181,['hawaiian hip hop'],76
4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,587739,"['piano rock', 'viral pop']",66
31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,7783592,"['melodic rap', 'rap', 'trap']",80
3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,534210,['dark clubbing'],72
0cGUm45nv7Z6M6qdXYQGTX,Kehlani,7275911,"['pop', 'r&b', 'rap']",73
4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,11795244,"['pop', 'uk pop']",80
4sTQVOfp9vEMCemLw50sbu,Galantis,3396980,"['dance pop', 'edm', 'pop', 'pop dance']",69
2uhjpR62cyl0U8HD38yFQ8,JM De Guzman,154800,['opm'],38
2KC9Qb60EaY0kW4eH68vr3,ITZY,6026405,"['k-pop', 'k-pop girl group']",72
5e4Dhzv426EvQe3aDb64jL,Shania Twain,3033911,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']",72
6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,2157173,"['british indie rock', 'modern rock', 'pov: indie', 'rock']",68
7bT6URJrhJleZUfkrysELD,Armi Millare,13886,"['pinoy indie', 'pinoy rock', 'pinoy singer-songwriter']",29
7aerdWadzubpu06Oxysg6R,Paolo Sandejas,74554,"['opm', 'pinoy indie']",42
43CiK1548VVp2DT95joswS,Billy Crawford,17128,"['opm', 'pinoy r&b']",34
1MIVXf74SZHmTIp4V4paH4,Mabel,1899013,"['pop', 'uk pop']",65
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,7268926,"['boy band', 'pop']",77
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,8822313,"['k-pop', 'k-pop boy group']",78
0haZhu4fFKt0Ag94kZDiz2,Sofía Reyes,3116699,"['latin pop', 'latin viral pop', 'mexican pop', 'reggaeton', 'urbano latino']",68
5qa31A9HySw3T7MKWI9bGg,FLETCHER,823676,"['alt z', 'pop']",63
6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,771642,"['classic texas country', 'contemporary country']",70
1UvsiRB2EarPibq6XRl9Sv,Pricetagg,182279,"['pinoy hip hop', 'pinoy trap', 'tagalog rap']",49
7pbDxGE6nQSZVfiFdq9lOL,Rex Orange County,5667700,"['bedroom pop', 'pov: indie']",74
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,12496994,['lgbtq+ hip hop'],76
57RB9qdhVRreynzLJ5tPkD,Avery,88,[],0
3ZZzT0naD25RhY2uZvIKkJ,EVERGLOW,1945559,"['k-pop', 'k-pop girl group']",61
3nlHsNqwCSvT988ZfSW1Yh,Ronan Keating,1046577,"['europop', 'talent show']",61
4HPuFCMUiNcV4f3ew0flbZ,Alisson Shore,330243,"['opm', 'pinoy r&b']",52
6USv9qhCn6zfxlBQIYJ9qs,Dominic Fike,1354447,"['alternative pop rock', 'pov: indie']",77
70ljCILl0aVXitf3K39YvT,Join The Club,350420,"['opm', 'pinoy rock']",48
56oDRnqbIiwx4mymNEv7dS,Lizzo,5655991,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",73
1WsYCXdezMjn0KoIrLvMmC,Ed Sheeran & Justin Bieber,2992,[],60
6vCnF48qqPHgVMBEvcbgkU,CLR,190036,"['pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",48
6gcteR920pLEynlHzjSRYd,Kiyo,814589,"['opm', 'pinoy hip hop']",57
5DuzBeOgFwViFcv00Q5PFb,WINNER,2593597,"['k-pop', 'k-pop boy group']",53
2UeuiDT17tm6ljs9D4bSMX,Agsunta,808045,"['opm', 'pinoy rock']",47
4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",12869141,"['hip hop', 'rap']",84
24CgJHK6T7C5OmUbiLLMjJ,Luh Kel,1081672,"['pop r&b', 'st louis rap']",56
0C8kbAJOGo7CHx8jDTyTfR,Mena Massoud,18953,"['movie tunes', 'show tunes']",48
2Zi3RrdQqk63Xj0914STkS,Naomi Scott,350823,"['movie tunes', 'post-teen pop', 'vapor pop']",59
5sy77gt4bfsLcSQ8GIe4ZZ,Alan Menken,120236,"['broadway', 'movie tunes', 'orchestral soundtrack']",61
50co4Is1HCEo8bhOyUWKpn,Young Thug,9043192,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",84
7cVZApDoQZpS447nHTsNqu,LeeHi,1610450,['k-pop'],66
41qil2VaGbD194gaEcmmyx,Will Smith,908484,"['hip hop', 'pop rap']",65
7zYj9S9SdIunYCfSm7vzAR,JEON SOMI,2197301,['k-pop'],67
4rTv3Ejc7hKMtmoBOK1B4T,Ali Gatie,2097863,['canadian hip hop'],67
2Xr7M6vawpp6zwKOMU7iBU,Reneé Dominique,116328,['pinoy indie'],44
1dpv0XBdgUa5z4vzn7ahIz,Donnalyn,313066,['opm'],41
14scxEoUN7Dcx1m4EQ7oHe,Ashley O,60968,[],41
7oEWmZ9dKlAVxTgmjUbYr4,J Boog,292218,['kaneka'],57
3yzRiNMZdTsSUgplcyYZ4i,Blanco Brown,146223,"['black americana', 'country rap']",56
2OYCiru0FZMaAXWn6eL7MA,VVS Collective,31705,"['pinoy hip hop', 'pinoy trap', 'tagalog rap']",35
0YrWkiT8pKvEu71t5Yllj7,Arvey,42774,['pinoy hip hop'],36
71hhKLR9oCOsHLdRIoQ5OU,King Badger,167155,"['pinoy hip hop', 'pinoy trap', 'tagalog rap']",47
0HS00NN7MAfF59aJnfcxSO,Stephanie Poetri,554548,['indonesian pop'],54
6USMTwO0MNDnKte5a5h0xx,Y2K,295347,"['pop rap', 'viral rap']",59
1d8sE3eKAsuUHShVmIwK6d,Psychedelic Boyz,53179,"['pinoy alternative rap', 'pinoy hip hop', 'pinoy trap', 'tagalog rap']",28
4qIVPF0s71ZYW3qzhu5GkF,Kina,798011,"['sad lo-fi', 'slowed and reverb']",65
4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,6421006,"['melodic rap', 'pluggnb', 'rap']",81
117XFtbZPnCI1EYKjYZWJc,Skusta Clee,1732870,"['opm', 'pinoy hip hop', 'tagalog rap']",65
2NjfBq1NflQcKSeiDooVjY,Tones And I,3028237,['australian pop'],69
181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,8030794,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",77
1juIpte4oHJ5ngVLPTUPuJ,Justin Vasquez,237292,"['opm', 'pinoy r&b']",48
1vcXQE9gZOF9PCAtdtT51L,Geo Ong,534588,"['pinoy alternative rap', 'pinoy hip hop', 'tagalog rap']",40
6C4irZ60X8G7UimMRQiCcg,X1,357716,['k-pop'],37
3g7vYcdDXnqnDKYFwqXBJP,SB19,849726,"['opm', 'p-pop', 'pinoy idol pop']",63
28B54RKpJrEmDoGSTjsfY6,Magnus Haven,500339,"['opm', 'p-pop']",50
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,3085645,"['contemporary country', 'country', 'country road']",72
5BHFSMEjfLVx1JwRWjAOsE,SuperM,2039461,['k-pop'],53
6ZdzYE3CEgY0Umgi3Dsgv8,Michael Dutchi Libranda,267590,['opm'],44
4ofCBoyEiGSePFAG500xev,Regard,225073,"['pop dance', 'pop edm', 'slap house', 'uk dance']",67
3lFMRWaEWZlfXdBig97kks,Nik Makino,623737,"['pinoy hip hop', 'pinoy trap']",52
0vRvGUQVUjytro0xpb26bs,Arizona Zervas,733087,"['indie pop rap', 'pop rap', 'rhode island rap']",63
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,8021654,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",76
4jpsw9CQS439N0B7SecMgf,Ant Saunders,85674,['chill r&b'],46
66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,460834,"['alt z', 'canadian contemporary r&b', 'singer-songwriter pop']",66
7xX15v6ahAkcT14kHfB9wB,True Damage,114977,['k-rap'],46
73Np75Wv2tju61Eo9Zw4IR,Idina Menzel,439444,"['hollywood', 'movie tunes', 'show tunes']",67
7vwlQ7XElRyPMJQGUXBz4O,Tatak Pinoy All-Stars,10805,[],33
1SrWbIDP84JcSDr0oTBAQw,Matthaios,1041666,"['opm', 'pinoy hip hop', 'tagalog rap']",53
7KkqUt65v6LMtR369OQ6FB,Jonathan Groff,108349,"['broadway', 'hollywood', 'movie tunes', 'show tunes']",61
2kHxkdiKCSnHMkhIgFBZaI,Kristen Bell,86930,['movie tunes'],63
4dSQICBjdUIp5iK6RRU2bY,Josh Gad,30833,['movie tunes'],59
3MyB0MyKec3Jq0AH2llk7v,Evan Rachel Wood,25905,"['hollywood', 'movie tunes']",55
70kkdajctXSbqSMJbQO424,Kacey Musgraves,1250430,"['classic texas country', 'contemporary country', 'country dawn']",76
2SrSdSvpminqmStGELCSNd,Stormzy,2861859,"['grime', 'uk hip hop']",71
7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,780442,['melodic rap'],64
4sEykiNSzZbkFkNXTb1bVd,Hotdog,61831,"['classic opm', 'manila sound']",41
1vVHevk2PD45epYnDi9CCc,Jack Stauber,1670246,"['hypnagogic pop', 'pittsburgh indie', 'pov: indie']",61
51Blml2LZPmy7TTiAg47vQ,U2,11654331,"['irish rock', 'permanent wave', 'rock']",77
6gbGGM0E8Q1hE511psqxL0,Ray J,720817,['pop rap'],53
391oLRVmoTkumiN79HkTWu,Darlene Love,52661,[],45
0XATRDCYuuGhk0oE7C0o5G,MAMAMOO,7243190,"['k-pop', 'k-pop girl group']",62
790FomKkXshlbRYZFtlgla,KAROL G,40734800,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",91
757aE44tKEUQEqRuT6GnEB,Roddy Ricch,9909764,"['melodic rap', 'rap', 'trap']",77
4r63FhuTkUYltbVAg5TQnk,DaBaby,11267713,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",79
4Gso3d4CscCijv0lmajZWs,Don Toliver,3329625,"['pop rap', 'rap', 'trap']",81
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,26781599,"['dance pop', 'pop']",89
4vxaQs6vK54nK89J1VtLex,PUBLIC,215412,['indie rockism'],57
4LLpKhyESsyAXpc4laK94U,Mac Miller,9643805,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",82
1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON,2150178,"['boy band', 'rap']",65
2kxP07DLgs4xlWz8YHlvfh,NIKI,2924214,['indonesian r&b'],75
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,7281844,"['disco', 'mellow gold', 'soft rock']",76
3gz6bSc7rsT9g4cB7r4xac,Young Vito,636,[],1
2EGJbNf0Hva2C2N6hvhMXD,Soulstice,72117,"['pinoy hip hop', 'tagalog rap']",34
4XpUIb8uuNlIWVKmgKZXC0,ZICO,1345771,"['k-pop', 'korean r&b']",59
6Rx1JKzBrSzoKQtmbVmBnM,Hayley Williams,663551,['art pop'],66
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,11289888,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",80
4ETSs924pXMzjIeD6E9b4u,Surfaces,908662,['bedroom soul'],66
060TqET6tyyfAQLXDyIDD8,Raf Davis,69834,"['pinoy hip hop', 'pinoy trap']",44
4xXCRXOfQKQ2gjWxNhNzYW,Air Supply,4104481,['soft rock'],68
6bmlMHgSheBauioMgKv2tn,Powfu,1212614,"['sad lo-fi', 'sad rap']",68
3PDFGpPl4ienSn5Vwisfrh,Flow G,1460437,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']",68
7dxr6AabRWhsfYRyVJlErK,MC Einstein,138923,"['pinoy hip hop', 'tagalog rap']",52
0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,768897,"['alt z', 'nz pop']",64
3JsHnjpbhX4SnySpvpa9DK,V,15639509,"['j-division', 'korean ost']",84
2Q9c6ETFOkDDTy53U7DIgr,Maximillian,521109,['gen z singer-songwriter'],53
74cb3MG0x0BOnYNW1uXYnM,Hillsong UNITED,3874248,"['ccm', 'christian music', 'world worship', 'worship']",69
4tw2Lmn9tTPUv7Gy7mVPI4,Kenny Rogers,2605444,"['classic country pop', 'country', 'nashville sound']",67
0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,1005018,"['melodic rap', 'slap house']",67
1Do4bSzfUl0KWL9r1fITu0,Yoon Mirae,287680,"['k-pop', 'korean ost', 'korean pop', 'korean r&b']",53
6dhfy4ByARPJdPtMyrUYJK,Yerin Baek,600496,['korean pop'],56
0xRXCcSX89eobfrshSVdyu,MEDUZA,676321,"['edm', 'pop dance', 'pop house', 'uk dance']",76
3r0NbTTxtCBUyxcIR4prXr,Jr Crown,130735,"['pinoy hip hop', 'tagalog rap']",46
3FwNjtXQCdxpDOXmgJQGnG,Emman,290468,"['opm', 'pinoy hip hop', 'tagalog rap']",47
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,5832207,"['r&b', 'rap', 'urban contemporary']",78
1lmU3giNF3CSbkVSQmLpHQ,Surf Mesa,163327,['pop edm'],60
3O5HD95HTEPgoPFOjAb7yV,DripReport,102811,['viral rap'],50
2TJHmhbmT7L3gw2NKyDTHh,Manu Pilas,39374,[],50
2AfmfGFbe0A0WsTYm0SDTx,(G)I-DLE,7566818,['k-pop girl group'],76
6eJqAWJdd8JhAN1pQGie4r,Casting Crowns,1976709,"['ccm', 'christian alternative rock', 'christian music']",64
6L1XC7NrmgWRlwAeLJvVtA,Sam Fischer,252483,"['australian pop', 'singer-songwriter pop']",62
6nfDaffa50mKtEOwR8g4df,GOT7,6759398,"['k-pop', 'k-pop boy group']",59
3ybZTNrlK0QhL4rBxfLHOc,Gaho,360647,['k-pop'],53
2PaZWGu5T5nHjY2xxAkFsT,THE SCOTTS,190981,['viral rap'],56
59IohbmVWokN339BcxYt1S,Danzz,217,[],3
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,18540041,"['alt z', 'electropop', 'pop']",79
3qNVuliS40BLgXGxhdBdqu,TAEYEON,2823647,['k-pop'],65
19POcrtA9EM2Bvlgf19VPu,Brian Pepito,2277,"['bisaya rap', 'vispop']",36
27CDb3SwK4OdTI0YrGR9vH,Tanya Manalang,1739,[],32
5TnQc2N1iKlFjYD7CPGvFc,DAY6,3219678,"['k-pop', 'k-pop boy group']",61
4YXNoMVTHRt01jYaKXTumJ,Raiden,74651,['korean electronic'],50
76BiSFOr2qBMR7TtLxOG5o,Gian Magdangal,1053,[],26
5RmQ8k4l3HZ8JoPb4mNsML,Agust D,13015509,['k-rap'],73
7f4ignuCJhLXfZ9giKT7rH,NCT 127,7220965,"['k-pop', 'k-pop boy group']",71
1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,175849,['melodic rap'],58
6kyw9sh7ryjy1GQdPYH3Yd,Juan Caoile,72437,"['pinoy hip hop', 'tagalog rap']",39
52gTrzyF0DyfkFl1DQz9Oq,Music Hero,117207,"['opm', 'p-pop']",47
6sFHvCyqklnJpXC9Nh1aag,Alexander 23,403254,"['alt z', 'singer-songwriter pop']",60
4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,2676210,['k-pop'],62
0imE3buPhAowREqCrr4CYe,Peach Tree Rascals,220363,['pov: indie'],55
7uDdl5V5AETSFY7K3muu22,Arthur Nery,3955702,"['cdo indie', 'opm', 'p-pop']",67
19vSzy8s8Vc04MWTqExkLN,Ajay Stephens,15508,[],26
1slszTGbkp1uNnI6G5uD0X,BANG YE DAM,217821,[],39
56mfhUDKa1vec6rSLZV5Eg,Jawsh 685,114250,['nz pop'],59
7vPGzgDg3qGUY5bWtrO3K4,Conkarah,76656,['jawaiian'],50
3f0X043zSojego7Qn4Yi6U,Ace Banzuelo,420673,"['opm', 'p-pop', 'pinoy r&b']",52
0u6GtibW46tFX7koQ6uNJZ,Topic,217725,"['german dance', 'pop dance', 'pop edm', 'uk dance']",73
7Dhd8nNMvFdye1R3Y8wE6C,Lil Vinceyy,12463,"['pinoy hip hop', 'tagalog rap']",32
7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,10389249,"['k-pop', 'k-pop boy group']",78
2dIgFjalVxs4ThymZ67YCE,Stray Kids,12978896,"['k-pop', 'k-pop boy group', 'pop']",82
7bmYpVgQub656uNTu6qGNQ,HWASA,4477431,"['k-pop', 'korean talent show']",65
3JDG63cSaK3xgDnB2H55Xp,Audrey Mika,165024,['modern indie pop'],49
2M4mQMnLHQQXsFsRmTTqsR,Jana Garcia,1083,['pinoy singer-songwriter'],20
0NIPkIjTV8mB795yEIiPYL,Wallows,2553689,['pov: indie'],69
6bwp9ObI8FWvMPCIWVBmhl,Red Velvet - IRENE & SEULGI,734430,['k-pop'],49
36cIRruPdUPW82OmPWVUQ7,Michael Bars,3442,[],22
6741jcSlgsv0M3B4ruIPS5,EXO-SC,1226609,"['k-pop', 'k-pop boy group']",44
2JbE7jUIGtpXSzytnyMg6U,Curtis Waters,88782,[],49
5ENj57ble0bsG2s6C0vVkc,Alessandra De Rossi,2153,[],30
2IDLDx25HU1nQMKde4n61a,Rich Brian,2185877,['indonesian hip hop'],67
5GoU6Zkbt3w10nTYq6vBQh,Twenty-Nine Eleven,14259,[],17
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,3029019,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",83
4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,8477702,"['bedroom pop', 'pop', 'pov: indie']",78
3KonOYiLsU53m4yT7gNotP,TREASURE,3054724,['k-pop boy group'],67
4BBN286rBKyCWsSPq2cxYO,Sam Kim,439600,"['k-pop', 'korean r&b']",57
1KP6TWI40m7p3QBTU6u2xo,BØRNS,1202349,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pov: indie']",67
6iWghHqk07KYuZWB21Ff4i,Jem Macatuno,19741,['pinoy singer-songwriter'],41
4slXciON4jYY6mqE9LjSFx,Bandang Lapis,523927,"['opm', 'p-pop']",57
45dkTj5sMRSjrmBSBeiHym,Tate McRae,3840244,"['alt z', 'pop']",82
6fWVd57NKTalqvmjRd2t8Z,24kGoldn,2096406,"['cali rap', 'pop rap']",70
0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,13071984,"['brooklyn drill', 'rap']",80
0ZVAv3drBuIRSc88ATH6UK,DJ Noiz,110003,"['dubsteppe', 'nz hip hop', 'pacific islands pop']",51
3Q2ya2vGeOhQ9CaF9wWNP6,Shane Filan,173640,['irish pop'],51
6DiAVYfSzZi8h1fGuTD6LI,Jimmy Bondoc,478631,['opm'],45
6DgP9otnZw5z6daOntINxp,Joel Corry,369782,"['dance pop', 'pop dance', 'uk dance']",73
1W7FNibLa0O0b572tB2w7t,Pink Sweat$,1793104,['bedroom soul'],67
3QJUFtGBGL05vo0kCJZsmT,salem ilese,333375,"['alt z', 'modern indie pop']",62
3wVXTWabe3viT0jF7DfjOL,Vedo,427612,['pop r&b'],61
3hB5x7E5sQzBHuG3xiqmUC,Logan Harris,2235,[],0
5R4HkjoZdxW3ZoVGC0e0qD,Julian Sean,38188,['opm'],36
3ID2V4b0oGSEbwPENAsdbG,Gagong Rapper,3499,[],24
6MPCFvOQv5cIGfw3jODMF0,Internet Money,748922,['pop rap'],68
021sXp6RH5MQCCp2hmal6q,Jom,52909,['pinoy r&b'],43
3V0ZQW0dNuVaFtbVYgSI24,Claire Rosinkranz,386766,"['alt z', 'modern indie pop']",60
7MPGCB854Qo4alYMOPkBka,Ritt Momney,131929,['bedroom pop'],57
7dFzqx2qyelGPiBKmdSEOT,Rob Deniel,307683,"['opm', 'p-pop', 'pinoy singer-songwriter']",58
543f0NvGig5Moo9XROTUur,Ebe Dancel,143168,"['opm', 'pinoy rock']",47
2C9n4tQgNLhHPhSCmdsQnk,David Archuleta,548830,"['idol', 'lds youth', 'post-teen pop']",53
3l0CmX0FuQjFxr8SK7Vqag,Clairo,4188519,"['bedroom pop', 'indie pop', 'pov: indie']",76
3paGCCtX1Xr4Gx53mSeZuQ,NCT U,4204993,"['k-pop', 'k-pop boy group']",68
4zrB9WV6Z0iKKnGb1Pj0P2,AJ Rafael,162041,['viral pop'],50
0qlWcS66ohOIi0M8JZwPft,GFRIEND,1577823,"['k-pop', 'k-pop girl group']",59
1r4hJ1h58CWwUQe3MxPuau,Maluma,34764642,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",85
6YVMFz59CuY7ngCxTxjpxE,aespa,3822544,"['k-pop', 'k-pop girl group']",74
20DZAfCuP1TKZl5KcY7z3Q,SLANDER,441560,"['brostep', 'dubstep']",65
2JyNzzFJh2wkkZo7ZjMSs2,JM Bales,9384,[],34
50ifAXDdkDGG0RTON2If8K,Slapshock,197335,"['pinoy metal', 'pinoy rock']",44
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,6698069,"['anime', 'k-pop boy group']",77
6iVo62B0bdTknRcrktCmak,KAI,1303781,['k-pop'],63
7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,4296262,"['basshall', 'pop urbaine', 'r&b francais']",69
7MmIC8lbUdmL6c05M63KF6,The Rossman Ensemble,177,[],17
2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,4783824,['australian hip hop'],78
6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,9704815,['pop'],75
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",4072898,"['disco', 'funk', 'jazz funk', 'soul']",72
0bBz5bRBkExaej2HxtVfCw,347aidan,446666,['sad rap'],64
05YVYeV4HxYp5rrWalvuE1,"Grover Washington, Jr.",321031,['soul jazz'],62
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,28971343,['pop'],91
0ZUvK7zGdXLd78mQr3t1Tw,Ricky Montgomery,1598096,"['la indie', 'pop', 'pov: indie']",68
1HkpK55jsORzgtOURbOeQH,1096 Gang,89431,"['pinoy hip hop', 'tagalog rap']",44
4fxd5Ee7UefO4CUXgwJ7IP,Giveon,3222696,['r&b'],76
0TnOYISbd1XYRBk9myaseg,Pitbull,10355037,"['dance pop', 'miami hip hop', 'pop']",82
1IQ4CjwKkdARjL5KtYiMt4,Ez Mil,146954,['pinoy trap'],56
2Cm26ufVCzZu7XVrLH3P6O,Hey Its Je,26360,"['pinoy hip hop', 'tagalog rap']",44
5WHKBKrvTBMPoQX3v3Bq8J,Leah Nobel,19201,['nashville singer-songwriter'],42
2joIhhX3Feq47H4QXVDOr3,RINI,714857,"['australian r&b', 'bedroom soul', 'chill r&b']",59
2d3VHzlOEwXvmBdS4pzOPL,LeAnn Rimes,1331985,"['country', 'country dawn', 'country road']",60
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,3322025,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",74
6gezkje7GoJlQbHBgLXHuu,Destiny Rogers,153902,[],52
6cK3NBO6uP7hh0oyuVELFl,Saweetie,1903553,"['cali rap', 'trap queen']",68
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,7278459,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",79
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,5431851,['colombian pop'],84
4RA4PC3WHM9OHZLExirTcU,APO Hiking Society,904516,"['classic opm', 'opm']",56
1uU7g3DNSbsu0QjSEqZtEd,Masked Wolf,688469,['australian hip hop'],64
7yaaxrkMOWJZXpIYHkppDH,Angela Ken,42683,['pinoy singer-songwriter'],40
1tM4ox3QsSpl3R2VwLjJ47,Larissa Lambert,49284,['chill r&b'],50
3eVa5w3URK5duf6eyVDbu9,ROSÉ,4570863,['k-pop'],65
6l880dxsvN2x5wiceaG6D0,Rico Blanco,639556,"['opm', 'pinoy rock']",53
2vnB6tuQMaQpORiRdvXF9H,Beach Bunny,1208865,"['bubblegrunge', 'chicago indie', 'indie pop', 'pov: indie']",68
3klZnJvYGIbWritVwQD434,Duncan Laurence,505956,['dutch pop'],66
1WgXqy2Dd70QQOU7Ay074N,AURORA,3230322,"['art pop', 'norwegian pop']",72
0FRUZvZNPzM3YJMABJxf2K,WENDY,858524,"['k-pop', 'korean pop']",52
67IN4cLJ7798gUapyZlmac,Zack Tabudlo,3411471,"['acoustic opm', 'opm', 'p-pop']",71
6AgTAQt8XS6jRWi4sX7w49,Polo G,10221501,"['chicago rap', 'rap']",81
73B9bjqS2Z5KLXNGqXf64m,Weeekly,566459,['k-pop'],51
3pc0bOVB5whxmD50W79wwO,keshi,3117203,['chill r&b'],74
3ZSbXArE6mxOleJnsumK4u,eAeon,172314,"['k-indie', 'korean electropop']",46
3aQeKQSyrW4qWr35idm0cy,T-Pain,4552030,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",76
1mCY2mHctggfYiEqpCgcSz,Bonnie Bailey,7600,[],35
1gBUSTR3TyDdTVFIaQnc02,NCT DREAM,7278499,"['k-pop', 'k-pop boy group']",73
4qXC0i02bSFstECuXP2ZpL,Blxst,433374,"['pop rap', 'westcoast flow']",69
1DlYnIiliftt6R21Y5NOW2,Adie,2307946,['opm'],66
26cMerAxjx9GedFt0lMDjm,Bella Poarch,1154183,['modern alternative pop'],64
2WgfkM8S11vg4kxLgDY3F5,StarBoi3,29656,['viral rap'],51
3Dr5ezvDdYsycy1gfaZWSL,raven,43849,[],34
0UntV1Bw2hk3fbRrm9eMP6,B.I,713843,['k-pop'],60
